,reviewer_review,reviewer_avg,reviewer_review_cnt,reviewer_review_score,reviewer_review_date,reviewer_id,diner_idx
11,"직원이 너어어어어어어무 불친절합니다.
가족들이랑 갈비먹고싶어 방문했고 처음에 어떻게 나올지 모르고 삼겹살도 먹고싶어서 조금 주문했습니다.
그리고 밥을 주문할려고했더니 직원분이 응대가 매우 불친절하셔서 솔직히 그냥 나올까했습니다.
그래도 갈비는 맛있었네요 그리고 나중에 주문을 계속하니 친절해지는게 쫌..... 다음부터 재방문의사는 저어어어어언혀 없.습.니.다
더보기",3.0,2,1.0,2022.06.26.,"-0
브론즈 배지
레벨
2",27276973
12,"근래 먹은 고기중에 제일 맛있었음 !!
사장님 되게 친절하세요
고기 완전 꼼꼼하게 구워주시고 좋았어요 ㅎㅎㅎㅎㅎ
다 먹고 냉면 먹었는데 ㄹㅇ꿀맛....!!!
조만간 또 갈거예요.. 같이가는  멤버만 다르게 해서.... 후후
더보기",4.8,24,5.0,2022.05.25.,"282
실버 배지
레벨
14",27276973
13,카운터에 여사장님 친절하시고 맛도 좋네요. 자주 와서 먹고 싶어요 ^^,5.0,5,5.0,2022.05.03.,"행복만들기
브론즈 배지
레벨
5",27276973
14,너무성의없는 직원의 태도.. 두번은 안갈듯,3.7,21,1.0,2021.03.14.,"Damon
실버 배지
레벨
11",27276973
15,오래된 단골인데 언제가도 고기가 맛있고 사장님이 친절해요,4.5,21,4.0,2020.08.21.,"ㅎㅇ
실버 배지
레벨
15",27276973
16,불판 틈이 너무 커서 고기가 계속 빠짐. ㅋ,2.3,366,1.0,2020.06.25.,"ユン
골드 배지
레벨
44",27276973
17,진짜 별로임. 서비스도 구리고 무엇보다 장사할 마음이없음,3.1,8,1.0,2020.06.16.,"SJ
브론즈 배지
레벨
7",27276973
21,그냥저냥,2.7,86,2.0,2020.04.29.,"사시미
실버 배지
레벨
23",27276973
22,뭔가.. 이 애매함.,3.0,71,3.0,2020.01.03.,"리뷰용
실버 배지
레벨
15",27276973
23,추석 연휴에 열어서 기분이 안좋으셨는지 불친절하고 불편했어요 제육도 물엿을 많이 쓰시는지 너무 다네요.,3.9,50,2.0,2019.09.13.,"elena
실버 배지
레벨
22",27276973
0,동편마을에서 제일 자신있게 추천할 수 있는 삼겹살집이에요! 진짜 제 찐 단골 맛집인데 왜 안좋은 후기가 있죠ㅠㅠㅠㅜ 삼겹살 완전신선하고 국수도 존맛이라 꼭 두개다 드셔야 합니다…,3.7,14,5.0,2024.01.18.,"뭐지여긴
실버 배지
레벨
12",1884073123
1,"맛있습니다
밑반찬좋습니다ㅡ여기까지4.5
근데 주인여 나이많으신 아주머니
시공일관 인상.불친절.기분나쁨.
가고싶지않음ㅡ
더보기",3.3,62,2.0,2022.10.30.,"SWChoi
실버 배지
레벨
24",1884073123
2,"삼겹살, 항정살 정말 맛있습니다. 또 가고싶네요~",2.8,28,5.0,2021.12.08.,"어익후
실버 배지
레벨
14",1884073123
0,"음식 장사는 손님이 기분이 좋아야 맛이 배가 되는데 불친절하다는 후기가 많아서 참으로 안타깝네요 , 왜 남에게 음식을 써비스업으로 하는 분이 자기 기분대로 장사를 할까요 ?
남자 사장님은 생각좀 하셔야할듯 하네요 ~",1.0,2,1.0,2023.12.19.,"높이날자
브론즈 배지
레벨
2",19660709
1,"사장 인성 무엇 ㅠ
가족끼리 맛있게 식사하러 왔다가 기분 좀 ^^ 
친절한 직원들이 안타까울뿐입니다 ㅠㅠㅠ흑흑",3.5,14,1.0,2023.10.24.,"빵빵빵
실버 배지
레벨
11",19660709
2,"더 이상 가지 마세요. 싸가지가 없어요.
공시된 가격보다 더 비싸고 서비스가 엉망입니다. 특히 사장님이 문제의식이 없어요!",1.0,1,1.0,2023.09.18.,"유명철
브론즈 배지
레벨
2",19660709
0,"아 ~~  좋아요
요즘 최애 삼겹살집,가족,연인들 방문해보세요. 커피숍에서 삼겹살 먹는 분위기. 
일단 기름냄새가 몸에 안뭍어나니 좋아요.
주차는 널널합니다. 본건물 타워 말고 맞은편 파크에비뉴A오피스텔 2시간 무료입니다.
더보기",3.7,135,5.0,2023.10.09.,"수사관☆
골드 배지
레벨
34",27393039
1,"고기부터 사이드메뉴 구성까지 잘 갖춰진 식당이라고 느껴졌어요!
단점을 찾기 힘든 곳.",4.0,133,5.0,2023.10.01.,"시프아
실버 배지
레벨
29",27393039
2,,3.9,23,5.0,2023.09.11.,"암호를밝혀라
브론즈 배지
레벨
4",27393039
0,서울에서 왔는데 이정도 퀄리티에 이정도 맛 먹으려면 이만오천원씩은 줘야 할듯… 정말 맛있었어요 ♥️♥️친구들 데려오고 싶어요 그리고 된장찌개 요즘 고깃집에서 먹은 데중에 가장 내용물 풍부하고 맛도 풍부해요 고기 느끼하면 된찌 한번 먹으면 싹 내려가요 퓨ㅠㅠㅠ넘 맛있어서 멀었지만 또 방문할게요♥️❤️💙소갈비살 양념갈비 소갈비구이 다 먹어봤는데 그 왕대???갈비??? 그것보다는 갈비랑 안창살이 이 가게의 심볼이라고 봅니다 엄마아빠 델꾸올래~~,4.3,95,5.0,2022.08.07.,"비비디바비디부
실버 배지
레벨
28",852103525
1,"인덕원 맛집 맞네요. 3명이 가서
우대갈비, 안창살, 갈빗살, 공깃밥에 다 먹고 왔어요.
된장찌게 칼칼하면서 맛있고, 상추무침 양념이 딱이네요.
애기가 어린데 미역국은 기본 반찬으로 나와서 잘 먹고 왔어요. 강남에서 가까워서 자주 오려구요.
사장님 번창하시길!
더보기",5.0,1,5.0,2021.06.06.,"헬레나
브론즈 배지
레벨
3",852103525
2,"머리털나고 먹어본 소갈비중 최고입니다.
안창살이랑 우대갈비 강추
된장찌개는 말이 필요 없어요.
기본으로 나오는 미역국마저 맛있습니다.
내일 또갈거에요
더보기",5.0,2,5.0,2020.10.22.,"김태홍
브론즈 배지
레벨
3",852103525
0,답없는 웨이팅 시스템. 예약받지를 말던가 웨이팅 받지를 말던가 둘다 피해주네.,3.1,21,1.0,2023.04.15.,"ihope
실버 배지
레벨
13",1041771036
1,맛있어요 강추,4.3,13,4.0,2023.04.13.,"맛있는고기들
브론즈 배지
레벨
10",1041771036
2,솔직히 기대안했는데 맛있었어요 ㅇㅇ 종종 갈듯,3.8,132,5.0,2023.04.07.,"밍밍
골드 배지
레벨
31",1041771036
0,,5.0,1,5.0,2023.11.01.,"김선향
브론즈 배지
레벨
1",1108826771
1,"가성비 맛집
생갈비 최고!",5.0,11,5.0,2023.03.29.,"2023.5
브론즈 배지
레벨
6",1108826771
2,갈비탕 맛있어요~ 여자 사장님 친절하시고 화장실 깨끗해서 좋았습니다~,4.0,94,4.0,2021.12.12.,"똥봉이
실버 배지
레벨
25",1108826771
0,,4.8,26,5.0,2023.10.09.,"이현민
브론즈 배지
레벨
9",1309516271
1,,3.6,52,2.0,2023.07.29.,"소화기사용법
실버 배지
레벨
16",1309516271
2,"꼬들살 미칩니다.. 정말 맛있어요
그리고 기본셋팅되는 반찬들도 다른 지점보다 훨씬 고퀄인것 같아요! 특히 묵은지 진짜 최고에요..
사장님들도 친절하시고~ 자주 방문예정!",4.0,4,5.0,2023.05.02.,"!@#$%%
브론즈 배지
레벨
5",1309516271
5,꼬들살이 정말 맛있어요,5.0,5,5.0,2023.02.09.,"최용태
브론즈 배지
레벨
5",1309516271
6,"재방문
10번도 더했어요~",4.6,25,5.0,2023.01.15.,"517
실버 배지
레벨
13",1309516271
0,맛나유 주차좋고,4.7,3,4.0,2021.09.24.,".
브론즈 배지
레벨
3",1163103060
1,,5.0,3,5.0,2021.09.18.,"진선
브론즈 배지
레벨
3",1163103060
0,진짜 별로에요...,2.5,206,1.0,2022.10.26.,"Kelvin
골드 배지
레벨
31",625347685
1,"찐빵만 먹어봤는데 맛있어서 이틀 연속 가요~~
5개에 5천원!",3.7,28,5.0,2022.07.22.,"ㅋㅋㅋ
실버 배지
레벨
14",625347685
2,만두...는 원래 맛나는것 인덕원인데 왜 이 가격이지...만두사랑 그냥 만두사랑,5.0,1,5.0,2021.02.06.,"인생은 절거워
브론즈 배지
레벨
2",625347685
0,"맛있는데… 이상하게 손님이 없는곳…
근데 예전부터 이집 터가 이상하게 늘 그랬음..
이정도면 굿을 해야하는거 아닌가 싶을정도..",3.7,48,5.0,2023.12.05.,"졔졔
실버 배지
레벨
21",2029045685
0,"평보고 기대를 많이 했는데
연어가 너~~~무 얇아요 ! 
최대한 얇게 썰어주신것같아요.
얇아서 구멍도 보이구..
나중엔 밥만먹었어요.
더보기",1.0,2,1.0,2024.01.08.,"momo
브론즈 배지
레벨
3",2077365434
1,맛 없고 위생불량 불친절 까지 안좋은 거는 다 있다  최~악,2.6,5,1.0,2024.01.03.,"이창*
브론즈 배지
레벨
5",2077365434
2,"동네라 걍 자주 갔는데 이젠 예전이랑 맛이 다름.
맛도 변했고 직원 관리도 안되는 것 같고... 위생청결은 비슷한데 9월에 갔을 때랑 지금이랑 비교했을 때 뭐야?? 싶을만큼 맛이 없어져서 앞으론 안 갈 것 같음",3.2,18,1.0,2023.11.26.,"먹을거좋아함
실버 배지
레벨
14",2077365434
0,처음 가게를 오픈했을 때랑 다르게 음악 소리도 너무 커서 대화를 못할 지경이고 알바분?도 점점 불친절해지세요… 가격이 좀 비싸도 먹고싶은 막걸리 골라먹는 맛에 갔는데 지금은 갈때마다 기분이 상할뿐만 아니라 낮은 가성비때문에 선뜻 못가게 되네요.,2.5,2,3.0,2023.12.13.,"리히
브론즈 배지
레벨
2",1966372308
1,기본 떡볶이 안주도 맛있고 막걸리 외에도 다양한 술 많고 육회랑도 잘 어울려서 너무 좋아요!!,3.7,40,5.0,2023.12.03.,"•v•
실버 배지
레벨
15",1966372308
2,막걸리 종류가 많은 편이지만.. 재고가 많지는 않아서 못마신 막걸리들이 있었네요. 동네라면 가볼만 한듯..,3.3,266,4.0,2023.07.23.,"출장맨
골드 배지
레벨
43",1966372308
0,음식무난하고 와인종류 다양해요,4.0,"1,022",4.0,2023.12.27.,"꼬꼬마
골드 배지
레벨
44",1939566701
1,"고급스런 분위기도 좋고 가볍게 한잔하고싶을때, 한끼 식사로도 든든하게 먹을 수 있는 곳이에요! 
와인도 사장님께 추천받아서 먹었는데 음식들이랑 너무 잘 어울렸어요ㅎㅎ혼자만 알고 싶은 곳이지만 이렇게 좋은 곳은 주변에 널리널리 알려서 같이 즐기려구요
재방문 의사 100만프로 입니당
사장님 오래오래 자리 지켜주세요!ㅎㅎ
더보기",5.0,2,5.0,2022.05.17.,"오영주
브론즈 배지
레벨
3",1939566701
2,"안주가 퀄리티 좋음
양이 적고 가격이 저렴함

분위기도 좋아요
더보기",3.4,602,4.0,2022.05.16.,"파는건 맛있어야지!
골드 배지
레벨
56",1939566701
0,분위기 음악깡패🤭👍,4.8,16,5.0,2023.06.05.,"kokomo
실버 배지
레벨
13",1799664446
0,너무 맛있어서 사진을 못찍었네요 다시 오고 싶어요,5.0,1,5.0,2023.01.21.,"이원현
브론즈 배지
레벨
2",65380640
1,"직원들도 친절하시고 너무 맛있어요! 
너무 맛있어서 다 먹어버려서 사진을 못 찍었네요",5.0,1,5.0,2023.01.21.,"곽수혁
브론즈 배지
레벨
2",65380640
2,맛있어요,5.0,1,5.0,2023.01.20.,"김진경
브론즈 배지
레벨
1",65380640
4,"송년회 하려고 토요일 저녁에 방문했더니 저 제외하고 한 테이블밖에 없는데 응대하는 데 세상 오래 걸리고
맥주 2천인가 시켜서 절반 넘게 마시도록 30분째 안주는 나오지도 않고
그렇다고 안주 늦어질수도 있다고 일언반구 말도 없고
알바생은 손님 보는데 가게 떠나가라 재채기 하고 계시고…. 
피맥 맛집이라고 해서 일부러 찾아갔는데 다시는 안 갑니다.
눈 동그랗고 호리호리한 남자 직원분 교육 똑바로 하셨으면 좋겠습니다.
더보기",1.0,1,1.0,2023.01.02.,"한겨울❄️
브론즈 배지
레벨
2",65380640
0,우아한막걸리에 사람이 많다면 힉컵으로~,3.7,40,5.0,2023.12.03.,"•v•
실버 배지
레벨
15",27545049
1,분위기 좋아요! 테이블도 별로 없어서 시끄럽지도 않구~ 2차나 3차로 조용히 오기 좋아요ㅎ,4.8,21,5.0,2022.08.31.,"myon
실버 배지
레벨
15",27545049
2,,5.0,7,5.0,2021.12.10.,"진짜좋은곳만평점남김
브론즈 배지
레벨
2",27545049
0,오뎅 국물 맛있어요 다만 협소해서 많이 시끄러워요. 대화하기 불편합니다. 그럼에도 자주 가고 싶은 곳,3.4,64,4.0,2022.11.19.,"yellow
실버 배지
레벨
23",124350666
1,"부담없이 먹을 수 있고 오뎅국물도 맛있어요
무난한 이자카야입니다",3.5,494,4.0,2021.12.05.,"cherry
골드 배지
레벨
53",124350666
0,분위기 좋고 간단히 맥주 마시기 너무 좋아요,5.0,1,5.0,2021.12.17.,"형준
브론즈 배지
레벨
2",449135845
0,"엄청 신선하고
삶기정도 완벽하고 
남도식 김치도 맛나고 아주 딱 좋아요. 

주변에 있으니 좋네요. 자주 갈 거 같아요.
더보기",5.0,5,5.0,2024.02.05.,"김소영
브론즈 배지
레벨
8",616336044
1,"가격은 쎈듯.
모임장소면  괜찮은듯",4.0,21,4.0,2023.11.27.,"お土産 三つ。蛸 三つ。
실버 배지
레벨
15",616336044
2,포장해서 먹었는데 야채도 싱싱하고 홍어도 맛있어요!,3.7,48,5.0,2022.12.14.,"졔졔
실버 배지
레벨
21",616336044
0,리뷰알바감지,2.0,128,1.0,2023.11.29.,"맛있으면으아
골드 배지
레벨
34",1830686541
1,관자빠다구이 완전 맛있어요ㅠㅠ 늦게 가서 다른 메 뉴는 못먹었는데 닭고기 튀김 요리도 맛있었어요 다 음에 가서 제대로 먹어봐야겠어요,4.9,51,5.0,2023.09.01.,"백동현
실버 배지
레벨
18",1830686541
2,다이어트 중이여도 문제없이 방문할수 있는 이유... ( 물론 술이 문제지만...) 무겁지 않은 메인 메뉴들이 있 어서 자기합리화하며 기분좋게 먹을수 있어요..,4.9,96,5.0,2023.09.01.,"유미영
실버 배지
레벨
23",1830686541
8,서빙하시는분 완전 친절하세요 음식도 맛있고 에어컨 빵빵 ㅎㅎ 추워요 ㅋㅋㅋㅋㅋㅋ안주도 이쁘고 맛있음 굿!,5.0,86,5.0,2023.09.01.,"김진영
실버 배지
레벨
22",1830686541
9,스키야키와 함께 시켰는데 회는 생각했던것보다눈 얇아서 아쉬웠고 스키야키가 엄청 맛있어요!!,4.9,121,5.0,2023.09.01.,"한승희
실버 배지
레벨
25",1830686541
10,신스 메뉴들은 하나하나가 진짜 맛있어요!! 여기만한 술집은 없습니다 레알 최고!!,5.0,63,5.0,2023.09.01.,"송대현
실버 배지
레벨
19",1830686541
11,연어 식감이 너무 좋고 맛있구 같이 시킨 매운닭고기도 너무 맛있었어요!!양도 많구 가성비 넘 좋아용,4.9,70,5.0,2023.09.01.,"김동진
실버 배지
레벨
20",1830686541
12,"연어가 진짜 숙성이 너무 잘되었어요👍👍👍 너무 맛있어요ㅠㅠㅠ 담에 와도 연어 또 시켜먹을거같아요💕 라면도 시원하게 맛있고, 관자도 부드럽게 맛있어요👍👍 음식이 전체적으로 맛있는거같아요 재방문의사 완전 있어요‼️",5.0,80,5.0,2023.09.01.,"김다미
실버 배지
레벨
22",1830686541
18,인덕원역 근처 이자카야 첫 방문인데 분위기 맛 너무 만족합니다! 연어 진짜 싱싱해요!! 두께도 딱이였어요 술이 술술~!! 야외 테이블도 있어서 다음엔 야외 테이블 이용해 보려구용!ㅎㅎ,4.9,75,5.0,2023.09.01.,"이다혜
실버 배지
레벨
21",1830686541
19,첫 방문해봤는데 매장도 엄청 깔끔하고 술 먹기 좋은 거 같아요!! 안주도 엄청 맛있답니당 함번도 방문 안 해보셨다면 방문 해보시는거 추천드려요!!!,4.9,92,5.0,2023.09.01.,"이경민
실버 배지
레벨
22",1830686541
20,회사 사람들하고 예약하고 왔는데 칠면조가 냄새도 안나고 넘 맛잇네요 굿굿,4.9,60,5.0,2023.09.01.,"장형연
실버 배지
레벨
19",1830686541
21,맛은 있는데 직원들이 마냥 센스없이 착하기만함..,4.0,29,4.0,2023.07.22.,"범고래
실버 배지
레벨
14",1830686541
22,또띠아 육쌈 맛있다(28000원) 또띠아 추가하면 당연히 추가비용 있다고 써있어서 (2500원) 추가하면서 데리야끼 소스 조금만 더 달라했다 (따로 추가비용 안써있고 말도 없었음) 계산하고 나오는데 소스추가 500원… 미리 메뉴판에 써있거나 말해줬으면 상관없었는데 영수증에 소스추가500원 보는 순간 이정도는 유도리 있게 줄수있지 않았나 싶다..뭔가 사소한데 기분이 그랬다,3.7,48,3.0,2023.06.20.,"졔졔
실버 배지
레벨
21",1830686541
27,"심각하게 맛이없다,, 떡볶이는 할말을 잃을정도
백종원 레시피 검색해서 따라해도 이정도는 아니겠다ㅠ
구성도 핵구림 그냥 싸구려 튀김으로 범벅",3.2,679,1.0,2023.05.25.,"사냥꾼
골드 배지
레벨
52",1830686541
28,메뉴가 정말 다양하고 차돌말이찜 맛있어요 근데 금방 식어서 이점은 아쉬웠어요 ㅠ 계속 데워먹을수 없는 음식이라 빨리 먹어야하는 단점이 ㅠ 식어도 맛있긴하닷.. 가격도 나쁘지 않고 분위기도 좋아서 다시 방문하고 싶은 곳입니다!,4.0,146,5.0,2023.05.03.,"혬
골드 배지
레벨
35",1830686541
29,재방문의사 없습니다..,4.4,24,2.0,2023.01.25.,"윤
실버 배지
레벨
18",1830686541
30,"집 앞에 생긴 안양 인덕원 신상술집!
메뉴를 다 먹어보진 않았지만
일단 몽둥이다리 먹고 나서 앞으로 단골 예약이였어요 ㅋㅋㅋ
실한 칠면조 다리, 그리고 부드러운 명란 오믈렛 ,
차돌 호호짬뽕, 차돌말이 찜, 비빔 군만두 다 너무 맛있었어요!
매력 있어서 다음엔 다른 메뉴도 또 먹으러 가볼 겁니당!
더보기",3.3,371,5.0,2022.10.09.,"실패 없는 맛집 엉쓰
골드 배지
레벨
54",1830686541
0,사람차별 심함 어린나이대 손님한테 불친절,3.7,48,1.0,2021.10.10.,"졔졔
실버 배지
레벨
21",41159991
1,"맛, 비주얼 서비스 모두 최상입니다.",5.0,3,5.0,2020.12.30.,"주지로
브론즈 배지
레벨
3",41159991
2,성격 차이...인가 보네요;; 저는 여기 분위기도 그렇고 서빙하시는 분 성격도 맘에 들고... 사장님께서 음식 설명 해주시기도 하고 그러셔서 종종 가서 잘 먹고 와요. 다른 곳보다는 서빙하시는 분이 붙임성이 많은 편이긴 한데 저는 그게 불편하게 느껴지지는 않았어요.,4.4,154,5.0,2020.11.11.,"HRKim
골드 배지
레벨
31",41159991
0,제가 칵테일을 잘 몰라 추상적으로 원하는 맛을 부탁드렸는데 정말 만족했습니다,4.0,65,5.0,2023.12.29.,"1점과5점
실버 배지
레벨
22",1817372957
1,분위기 너무 좋아요😄😄😄,4.1,21,5.0,2023.08.11.,"김학봉
실버 배지
레벨
19",1817372957
2,"와인 종류도 다양하니 좋고, 안주도 완벽하고 분위기도 너무 최고예요!̆̈!̆̈ 사장님 왕왕친절하세요^.^
 커플끼리 데이트하기도 좋고 친구들끼리 칵테일한잔하면서 얘기나누고싶을때도 좋고 사진찍기는 더 좋아용 강추♥♥",4.2,5,5.0,2021.12.11.,"빈츠
브론즈 배지
레벨
7",1817372957
0,"산오징어가  산게 아니어요  
먹다 유충에 건강 해칠까봐  데쳐 먹음
젊은 사장님  죄송하지만  돈은 많이 내도 좋으니
개불도  오징어도 싱싱하게 주시면 좋겠습니다
사장님   알바분들은  친절한데  오늘  해산물은 
아닌듯~~~~저   여기  단골  입니다

초심으로  조심스럽게  충언 드립니다
앞으로  한번만 더그러면  1인   시위함
더보기",1.0,2,1.0,2023.05.21.,"장정찬
브론즈 배지
레벨
2",1763325765
1,사장님 겁나 친절하시고 맛은 말할 필요없어요!!,5.0,2,5.0,2023.03.02.,"강승우
브론즈 배지
레벨
3",1763325765
2,"여기 그냥 미쳤음… 방어 두께,식감 그냥 미쳤고 개인적으로 비교하자면 홍대 유명한 횟집보다 더 맛있음 ㅋㅋㅋㅋ
집 가까우면 또 오고싶어요 ㅠㅠㅠㅠㅠ",4.3,22,5.0,2023.02.18.,"개상스
실버 배지
레벨
18",1763325765
0,여기 진짜 회랑 오징어 회가 맛있는 식당인데 너무 맛있었어서 괜찮았음^^ 초밥도 먹었는데 살짝 밥이 많아 배불렀지만 그래도 맛있는 가게임. 다시 가고 싶을 정도로 최고 입니다👍👍 사장님께서 친절하셔서 너무 좋습니다 ㅎ.ㅎ,3.0,8,5.0,2023.11.02.,"디메트로돈
브론즈 배지
레벨
6",1243335721
0,"사장님도 너무 친절하시고, 회도 싱싱하니 맛있어요! 가성비 넘 좋은 것 같아요!",5.0,2,5.0,2024.01.15.,"하늘
브론즈 배지
레벨
2",1600754068
1,"인덕원에 위치한 횟집 ‘ 황금어장 ’ 을 다녀왔습니다.

광어+우럭, 매운탕, 새우튀김 세트 (48,000원)를 주문했고,
스끼다시로 나오는 콘치즈, 계란찜, 청어구이는 무난했습니다.

메인으로 나온 회는 큰 접시에 담겨져 나와 양이 많아보였는데 얇게 썰려 나옵니다.
​
새우튀김은 진짜 찐새우를 껍질 채로 튀겨주셨더라구요.
튀김 자체가 너무 바삭하고 
새우 자체가 크고 실해서 좋았습니다.

매운탕과 새우튀김까지 회와 함께 맛볼 수 있고 회가 싱싱한 점이 좋았지만,
회가 얇게 썰어져 있어서 회의 식감이 풍부하지 못한 점이 아쉬웠습니다.

직원분들께서 친절하셨고, 조용한 매장이라 종종 생각날 때 방문힐 것 같네요.
더보기",3.3,371,3.0,2023.11.26.,"실패 없는 맛집 엉쓰
골드 배지
레벨
54",1600754068
2,여자 사장님 엄청 친절하시고 맛도 좋아용~ 스끼다시도 꽁치구이랑 콘샐러드 나와서 굿귯,5.0,1,5.0,2021.12.26.,"승원
브론즈 배지
레벨
2",1600754068
0,"이 장소의 어떤 점이 맘에 드셨냐고요??

하나두 없습니다!!!!!!!!!!!!!

전어 1인분량이 무슨 전어2마리정도 되는것 같네요
광어 1인분도 시켰는데 말라 비틀어진 횟감이군요
리모델링되었다해서 갔는데 완전 최악입니다.
으악새!!!
더보기",3.1,35,1.0,2020.10.25.,"으악새
실버 배지
레벨
17",24976510
1,"포장주문 전화하고 방문예약시간에 갔는데 문열고 들어가도 쳐다도안보고 직원모두 밥쳐먹고 있음
주문한거 어찌되었냐고 물으니 지들 밥다먹을때 까지 구석에 앉아기다리라고해서 그냥 나왔습니다~
절대가지마세요!!
배가 많이 부른 가게 인거같습니다!
더보기",1.0,1,1.0,2019.09.02.,"정원대
브론즈 배지
레벨
3",24976510
2,"여자사장인지 단발머리 두번갔는데 더럽게 불친절함
돈아깝고 맛도없음",1.0,1,1.0,2019.07.17.,"김현유
브론즈 배지
레벨
2",24976510
0,,4.1,15,4.0,2024.01.20.,"NAAAA
브론즈 배지
레벨
8",24481793
1,맛있어요~ 추천!,5.0,18,5.0,2023.10.15.,"🌿
실버 배지
레벨
15",24481793
2,,4.3,4,5.0,2023.05.13.,"최창용 - 지완 윤서 아빠
브론즈 배지
레벨
2",24481793
0,간짜장 맛있어요 사장님들 친절하고 좋아요,3.4,12,4.0,2023.04.15.,":)
브론즈 배지
레벨
8",21126011
1,예전같지않음!홍짬뽕레시피대로 조리안하시나?!재료가 부족함..!,4.3,44,2.0,2023.02.16.,"소달구지
실버 배지
레벨
20",21126011
2,"가성비 좋았던 안양 인덕원 동편마을 중국집이에요!
해물쟁반짜장 2인, 사천볶음밥, 군만두를 시키고도 
22000원대에 먹었어요 ㅎㅎ
전체적으로 저렴한 반면에
양이 많고 가성비가 좋더라구요!
맛도 무난무난했구요 !
저렴해서 자주 갈 것 같아요~!
더보기",3.3,371,3.0,2022.10.04.,"실패 없는 맛집 엉쓰
골드 배지
레벨
54",21126011
3,홍짜장 한 번 씩 감,3.7,168,5.0,2022.09.20.,"혽
실버 배지
레벨
24",21126011
4,그냥 가볍게 먹기 좋아요. 근데 그냥 짜장보다 간짜장이 훨-씬 맛없어요... 짜장 떨어졌다고 하면 다른 거 드세요!,2.3,7,3.0,2020.11.04.,"빙봉
브론즈 배지
레벨
6",21126011
5,"짜장면 면이 별로이고, 탕수육도 가격대비 양이 적네요.",1.8,98,1.0,2018.08.05.,"하루
실버 배지
레벨
27",21126011
6,가격대비 맛괜찬음..,3.1,144,3.0,2017.07.10.,"후니
실버 배지
레벨
27",21126011
0,"맛은 평균인데
위생이 충격적입니다. 
많이들 드세요",1.7,16,1.0,2024.01.26.,"성휘
브론즈 배지
레벨
10",21341668
1,"12000원 아니고 양꼬치 15000원임
맛있음",2.8,30,3.0,2023.12.20.,"52톤 미제 ""팩트"" 폭격기
실버 배지
레벨
14",21341668
2,항상 배 터지게 먹고 갑니다,4.2,5,5.0,2023.10.11.,"JS
브론즈 배지
레벨
4",21341668
0,기대 이상이요. 깔끔담백한 국물 맛이 좋았어요. 메밀면도 좋고요.,4.5,2,4.0,2023.06.18.,"이영미
브론즈 배지
레벨
2",1156890317
1,"메밀면 굿, 불맛은 없음, 고기/해물 나눠져있음
고기짬뽕은 아쉬웠음",3.6,12,2.0,2023.06.05.,"mattara
실버 배지
레벨
11",1156890317
2,"자극적인 맛이 싫으신분들께 강추^^
얼큰하고 시원한 국물과 메밀면이 잘 어울립니다^^",3.8,9,5.0,2022.07.09.,"99k
브론즈 배지
레벨
7",1156890317
0,,1.0,1,1.0,2023.11.12.,"난 언어천재
브론즈 배지
레벨
1",20607189
1,"홀에서 먹는데 뭔놈의 초파리가 ... ㅎ
위생상태 안봐도 뻔하고 토나오네요",2.6,5,1.0,2023.08.16.,"정훈
브론즈 배지
레벨
6",20607189
2,진짜 엄청 맛있고 양도 엄청 많아요!!! 자주갈거 같아요!!,3.7,6,5.0,2023.07.14.,"챱챱
브론즈 배지
레벨
5",20607189
0,,4.9,8,5.0,2024.02.10.,"Teo
브론즈 배지
레벨
2",1048093184
1,맛있어요~,5.0,2,5.0,2024.01.20.,"Karis LEE
실버 배지
레벨
16",1048093184
2,처음 생길 때부터 꾸준히 갔는데 일년만에 이렇게 여러번 가격을 올릴 줄 몰랐네요. 다른 훠궈집 생겨도 여기만 갔는데 이젠 놔주겠습니다.,3.4,11,1.0,2023.02.12.,"K
브론즈 배지
레벨
8",1048093184
7,"본점부터 전 지점을 가 봤지만 가장 시설이나 직원들의 친절도나 위생, 종류 등의 모든 면에서 가장 좋습니다. 금정역 본점 오래 다녔었는데 이젠 이곳으로 다닐 듯",2.8,125,4.0,2023.01.02.,"ハンヌリ❤
골드 배지
레벨
32",1048093184
8,,4.2,27,4.0,2021.09.12.,"달빛
브론즈 배지
레벨
8",1048093184
9,고기야채내장 다 괜찮았네요.,3.3,3,4.0,2021.03.05.,"민혁
브론즈 배지
레벨
3",1048093184
10,"훠궈 먹고싶을 때 제일 많이 가는곳으로 체인점 중
인덕원엔 첨 가봤고 깔끔하고 코로나 영향으로
손님이 거의 없었음 가격1인15000원 무한리필인데
생각보다 많이 못먹고 땅콩소스 맛이 이번엔
상당히 짰네요
더보기",3.6,47,4.0,2020.03.14.,"🐰shelee
실버 배지
레벨
22",1048093184
0,와 진짜 너무 맛있고 꿔바로우는 빨리 시켜야 돼요 마라탕은 진한 국물이고 얼얼해서 맛있어요 진짜 꼭 가세요,4.0,31,5.0,2023.10.10.,"김은샘
실버 배지
레벨
17",196431045
1,"닭튀김 넘  맛있음 마라탕도 괜찮음
요리만 시키면 음식이 좀 늦게 나오는편
근데 재료가 별로 안좋은건지 뼈 주변이 엄청 까맘..자주 먹고 싶은데 이것 때문에 좀 맘에 걸림..",3.9,88,3.0,2023.07.30.,"라
실버 배지
레벨
26",196431045
