,reviewer_review,reviewer_avg,reviewer_review_cnt,reviewer_review_score,reviewer_review_date,reviewer_id,diner_idx
1,비빔물면을 먹었는데 따뜻한 국물 비빔소스 맛이더군요  주문 오더 레시피 신경좀 써야겠어요,2.2,19,3.0,2023.09.05.,"김태민
브론즈 배지
레벨
8",27383440
2,치즈돈까스 치즈가 너무 짜네요.,1.0,1,1.0,2023.08.30.,"한웅희
브론즈 배지
레벨
2",27383440
0,,1.9,38,1.0,2023.12.08.,"나물
실버 배지
레벨
11",27437724
1,,3.6,233,4.0,2023.07.23.,"맛집머법관
브론즈 배지
레벨
2",27437724
2,지인들이 과천 온다고 하면 여길 데려갑니다. 가성비는 모르겠고 맛있는건 원탑.,4.3,37,5.0,2023.03.22.,"이건웅
실버 배지
레벨
16",27437724
0,알탕도 맛있음,4.7,15,5.0,2023.11.21.,"서민영
브론즈 배지
레벨
7",2042485062
1,,3.7,239,3.0,2023.11.02.,"레미
골드 배지
레벨
36",2042485062
2,"합리적인 가격
준수한 맛
좋은 재료",3.7,363,5.0,2023.10.13.,"김한평
실버 배지
레벨
29",2042485062
8,일요일 쉬는 날 가끔 있어요.,4.0,2,3.0,2023.08.20.,"동그라미 송Johnathan원영
브론즈 배지
레벨
2",2042485062
9,맛있어용ㅎㅎㅎ 점심땐 사람 꽉차요ㅠㅠ,4.3,23,5.0,2023.07.19.,"222
실버 배지
레벨
14",2042485062
10,회덮밥,4.3,48,5.0,2023.06.14.,"과자
실버 배지
레벨
16",2042485062
11,초밥도 정갈하고 맛도 훌륭하네요. 회가 신선한게 느껴져요... 맛있게 잘 먹었습니다.,4.8,12,5.0,2022.09.06.,"지1
실버 배지
레벨
12",2042485062
12,알탕도 맛있어요 알탕탕탕!!!,4.4,7,5.0,2022.08.01.,"오잉
브론즈 배지
레벨
5",2042485062
13,초밥 맛 없어요. 딱딱하고 푸석푸석한 밥. 질긴 생선.,2.6,19,1.0,2022.07.31.,"jung
실버 배지
레벨
11",2042485062
0,"돼지냄새에 민감한 저한테 일본 라멘은
입맛에 안맞네요.. 고기도 국물도 못먹겠어요..",3.7,12,5.0,2023.12.22.,"과천제일검
브론즈 배지
레벨
9",2033748250
1,"21.07.19 방문. (재방문 예정)
과천사랑카페의 후기들을 보고 하코야 이후 오랜만에 생긴 라멘 전문집으로 기대하고 방문했습니다.

당시 먹었던 츠케멘에 대한 기억입니다. 면의 삶기는 굉장히 신기했습니다. 탱탱한듯 하면서도 이로 끊을때 힘없이 툭 끊기는 느낌은 굉장히 낯설었습니다.
그리고 함께 곁들여먹는 육수는 정말 경험해본적 없던 맛이었습니다. 츠케멘의 육수는 돼지, 멸치, 가쓰오부시로 만든것이아닌 멸치분말로 이루어진 듯한 국물은 면을 찍어 입에 넣을때 마다 멸치 분말 특유의 텁텁함을 함께주었습니다.
더불어 국물에서는 멸치분말 외에 다른 맛은 전혀 느껴지지 않았던 듯 해 놀라웠습니다.

또한 쇼유라멘으로 기대하고 먹었던 라멘에 대한 후기입니다.
사진에서와 같이 육수에 기름이 정말 거의 없었음에도 불구하고 면을 입에 넣었을땐 그 슴슴하다는 함흥냉면보다 더 육수에 대한 향이 느껴지지 않았습니다. 단순히 쇼유라멘이라 그랬나 싶었다가도, 제 인생에서 첫 해외여행이었던 도쿄에서, 첫 음식이었던 쇼유라멘과 비교 했을때 '아 내가 그때 먹었던게 진짜 얼마나 맛있던 라멘이었나' 싶을 정도로 향이 없었습니다.
더욱이 몇번이고 입에 넣는 면에서는 밀가루 향이났습니다. 살짝 설익은 면을 먹는건가 싶었던 기억이었습니다.

다녀온지 두 달이나 지났으며, 코로나로 힘든시기였으며, 오픈한지 정말 얼마 되지 않았던 시점이라 맛에 대한 안정화가 이루어지지 않았던 것으로 감안을 해도 또 가고싶다는 생각은 들지 않았습니다.

정말 사장님껜 죄송한평이겠지만, 지금은 더욱 발전한 상황이길 바랍니다.
번창하세요. 한참 시간이 지난후 다시 방문해보겠습니다.
더보기",4.2,13,3.0,2023.11.14.,"이동혁
실버 배지
레벨
14",2033748250
2,,3.6,233,4.0,2023.07.24.,"맛집머법관
브론즈 배지
레벨
2",2033748250
8,존맛존맛,3.6,58,5.0,2023.04.16.,"밍구
실버 배지
레벨
16",2033748250
9,"두번 방문해서 각각 미소라멘과 매운미소라멘을 풀토핑으로 먹어봤습니다. 라멘을 많이 먹어보지 않아서 다른 곳이랑 비교할 수는 없지만 맛있게 먹었어요. 매운 미소라멘은 제가 매운 걸 잘 못먹어서 걱정했는데 생각보다 별로 맵지 않고 맛있었어요.

먹고나면 간식으로 요구르트 하나씩 주시는데 입가심도 챙겨주셔서 좋았어요.

사진은 친구가 먹은 일반 미소라멘이라서 토핑양이 적어보이는데, 풀토핑은 계란 2개 등 사진 속 토핑 두배 이상으로 줍니다!
더보기",4.3,15,5.0,2023.02.23.,"LSY
실버 배지
레벨
15",2033748250
10,맛있움,2.7,39,5.0,2022.11.18.,"ㅋㅋㅋㅋㅋ
실버 배지
레벨
17",2033748250
11,"친절하고 깔끔하고 맛있어요 
갈수록 맛이 안정화되고 더 맛있어지네요! 
메뉴연구를 계속 하시는듯 ㅎㅎ",4.7,57,5.0,2022.06.05.,"미식한고독가
실버 배지
레벨
23",2033748250
12,마제소바 매우 맛있습니다.. 쇼유랑 미소라멘도 괜찮네요. 몇달전 방문때보다 맛이 좋아졌어요.,4.3,30,5.0,2022.04.04.,"cladio
실버 배지
레벨
16",2033748250
13,매운미소라멘 너무 맛있어요 반숙계란 진짜 최고 존맛..,5.0,1,5.0,2021.11.04.,"볾
실버 배지
레벨
11",2033748250
0,언제먹어도 맛있어요 혼밥하기 좋아요,4.2,15,5.0,2023.12.18.,"복히
브론즈 배지
레벨
10",13568017
1,"믹스가츠동을 먹었는데 밥이 너무 질어요 
밥이 떡처럼 되었으면 새로 만드는게 좋지 않을까 싶네요..",4.4,8,2.0,2023.12.17.,"영
브론즈 배지
레벨
5",13568017
2,"사케동 양 ♬♪♪ 작습니다 5분컷했네요
봉지라면 1개양보다 작습니다
연어 5점 조각 올려져있었고 
가격은 13500원 받네요 남겨먹는 장사입니다
재방문 의사 없습니다
더보기",3.0,2,1.0,2023.12.03.,"문수
브론즈 배지
레벨
3",13568017
0,"오도로 최악
스끼다시도 별로였습니다",1.0,1,1.0,2024.02.12.,"이동건
브론즈 배지
레벨
2",11180974
1,"별로에요 
다신 안갈 거에요",3.1,11,1.0,2022.07.30.,"ᆞ
브론즈 배지
레벨
7",11180974
2,요즘 참치 가격이 많이 올랏던데 여기는 그렇지 않음에도 가성비가 좋네요 참치 신선도나 양 괜찮았습니다 내부 인테리어 차분하고 방도 따로 있고,4.0,1,4.0,2022.01.22.,"ㄱ우윤석
브론즈 배지
레벨
2",11180974
0,,3.3,24,5.0,2020.07.03.,".
브론즈 배지
레벨
4",9797124
1,어렸을때라 좀 오래되긴 했지만 소스맛이 진짜 맛있었는데ㅎ,4.8,"1,098",5.0,2016.03.11.,"설문규
실버 배지
레벨
22",9797124
0,,3.6,233,4.0,2023.07.23.,"맛집머법관
브론즈 배지
레벨
2",1718585018
1,"기대를 안하고 갔는데 맛있네요
최고당돈까스보다 조금 더 나은 것 같기도..?",3.4,32,4.0,2023.04.01.,"...
실버 배지
레벨
15",1718585018
2,,4.5,16,5.0,2023.02.25.,"nuts
브론즈 배지
레벨
5",1718585018
0,생각 날때마다 한번씩 들르는곳,3.4,27,4.0,2023.12.07.,"마흔넘을즈음
실버 배지
레벨
13",60857882
1,가성비좋은 돈까스집 생각보다 맛나게먹었음,4.3,49,5.0,2023.11.09.,"정이
실버 배지
레벨
23",60857882
2,최고당 돈가스! 이름만 최고당!,2.3,9,3.0,2023.09.25.,"우주소년2
브론즈 배지
레벨
6",60857882
18,맛은 생각보다 괜찮았는데 가격도 너무 비싸고 불친절함,1.9,14,2.0,2023.08.07.,"918
실버 배지
레벨
11",60857882
19,,3.6,233,3.0,2023.07.23.,"맛집머법관
브론즈 배지
레벨
2",60857882
20,"맛은 있으나 테이블에 휴지도 없고 에어컨도 잘 안나오고 만족스럽지는 않았습니다. 재방문의사
없어요.",2.0,1,2.0,2023.07.19.,"묵
브론즈 배지
레벨
2",60857882
21,,3.1,92,3.0,2023.06.24.,".
실버 배지
레벨
23",60857882
22,조금 과한맛,3.5,11,4.0,2023.06.13.,"추추
브론즈 배지
레벨
10",60857882
48,"끼니 때우기 좋다
+친절하셨던 것 같음",3.4,32,4.0,2023.04.01.,"...
실버 배지
레벨
15",60857882
49,,3.4,475,3.0,2023.04.01.,"냉정한 미식가
브론즈 배지
레벨
8",60857882
50,,4.4,8,3.0,2022.11.29.,"이동준
브론즈 배지
레벨
3",60857882
51,"가성비가 점점 최악이 되어서 별 1개로 바꿈.
세트메뉴가 만원돈인데
포장비 받는 미친 가게
그낭 망해라
더보기",3.7,16,1.0,2022.04.09.,"이승민
브론즈 배지
레벨
10",60857882
52,맛이 뭔가 예전같진 않음...자주가다가 요즘엔 잘 안가게되네용,3.8,85,2.0,2022.01.12.,"맛집탐방가
실버 배지
레벨
24",60857882
53,맛은 나쁘지 않은데 배달 위주라 그런지 홀이랑 주방이 좀 깔끔하지 않습니다,3.5,472,2.0,2021.12.09.,"냠냠쩝
골드 배지
레벨
53",60857882
54,무난무난한 집.,3.6,186,3.0,2021.10.11.,"메이비
골드 배지
레벨
31",60857882
55,먹을거없을때 맨날먹음  생등심+우동 세트,3.5,13,5.0,2021.10.02.,"하늘
브론즈 배지
레벨
8",60857882
56,"맛있습니다.
치즈돈까스 로제소스에 찍어먹으면 굿
쫄면도 맛있고 옛날돈까스도 맛있어요!",3.8,42,4.0,2021.09.25.,"느낀그대로
실버 배지
레벨
16",60857882
57,고기 신선해요,4.7,44,4.0,2021.07.02.,"래리핑크
실버 배지
레벨
15",60857882
58,맛 괜찮았어요~,4.5,2,4.0,2021.06.18.,"assd1223
브론즈 배지
레벨
3",60857882
59,분위기 밝고 맛있어요^^,3.7,49,5.0,2021.06.10.,"Leigh
실버 배지
레벨
13",60857882
60,"가격 좋고 맛도 훌륭합니다. 
잘 먹고갑니당",3.8,55,5.0,2021.05.23.,"리뷰리뷰
실버 배지
레벨
21",60857882
0,,4.8,"1,098",5.0,2016.03.11.,"설문규
실버 배지
레벨
22",8555962
0,,4.3,6,5.0,2023.06.26.,"샤오샤오
브론즈 배지
레벨
4",1078327752
0,나쁘진 않은데 영업시간이 들쭉날쭉합니다,3.5,24,3.0,2023.11.09.,"하루
실버 배지
레벨
22",12507791
1,,3.5,13,5.0,2023.02.05.,"121
브론즈 배지
레벨
8",12507791
2,"단순히 알탕 맛평가입니다.
국물 양호.
알 양 적음.
알 수입산이라 그런지 그닥 신선하지 않음
더보기",3.8,85,2.0,2021.09.27.,"맛집탐방가
실버 배지
레벨
24",12507791
3,카츠김치우동전골..?이름이거 맞나...?아무생각없이 주문했는데 우동 면이 너무 쫄깃탱탱해서 놀랐어요 오늘 유달리 잘삶겼나 계속 생각하면서 먹었네요 다음에 가도..이 맛이 날까...?,5.0,8,5.0,2021.06.28.,"밍
브론즈 배지
레벨
7",12507791
4,근처 동물병원 온김에 들렸는데 맛있었습니다!,2.5,8,5.0,2020.11.01.,"오트르
브론즈 배지
레벨
5",12507791
0,"건물이 노후되었지만
초밥이 퀄리티 👍 (질이 좋다)
사장님이 서비스도 주시는데 너무 맛있다.",3.0,62,5.0,2023.06.25.,"o
실버 배지
레벨
20",24167100
1,사장님 맘대로 매뉴 넘 줗아요,2.7,7,5.0,2022.06.11.,"미틴장
브론즈 배지
레벨
5",24167100
2,맛있어요☆~,3.0,13,5.0,2021.12.17.,"여의섬마법사
브론즈 배지
레벨
7",24167100
3,"회덮밥 반쯤 먹었는데 수세미 나왔슴.
처음엔 뭔지 몰라 꼭꼭 씹다가 하도 안씹혀 뱉었더니 수세미. 바로 숫가락 내려놓고 주인 내외같은 분들 불러 확인시켜줬더니 별로 안미안한 얼굴로 미안하다고, 그나마 주방에서 일하는 남자 사장님은 인사도 안함.
기분나쁜 표정으로 얼마냐고 물었더니 또 돈은 냉큼받음.
그냥 돈 주고나서 다신안감.
더보기",1.4,26,1.0,2020.03.15.,"Kim KN
실버 배지
레벨
15",24167100
0,혼밥하기 좋고 소스가 다양해서 먹는 재미가 있음! 특제 와사비소스랑 타래소스 존맛..,4.0,8,5.0,2023.09.18.,"꿀꿀
실버 배지
레벨
11",1183888737
1,"매장안이 좀 협소하고.. 자리가 좀 불편..
테이블 밑 다리가 들어갈 공간이 없어서 다리 오므리고 먹음
돼지고기랑 소고기 먹었는데 맛은 평범 그자체ㄷㄷ 돼지고기에서는 비계 맛이 꽤 진하게 났다
가장 실망이였던건 숯불에 구워주는데 숯불향이 하나도 안난다는 점이다
그냥 집에서 굽는 것과 똑같다.. 숯불향이 좀 더 진하게 나면 좋지 않을까 싶다
직원분들은 친절함.. 친절해서 3점 ㅠ
더보기",2.9,182,3.0,2023.09.12.,"집돌이
골드 배지
레벨
40",1183888737
0,,4.1,14,1.0,2024.02.19.,"🍊
브론즈 배지
레벨
10",25039787
1,딱 중상 정도 입니다..,2.8,444,4.0,2023.11.23.,"달나라까지
골드 배지
레벨
52",25039787
2,자극적이지 않고 뼈도 많이들어있어서 아주 실해요 고기랑 살이 아주잘분리되서 먹기에 편합니다. 다만 날벌레가많고 가게가 청결하진않아서 신경쓰시는 분들은 비추,3.7,3,4.0,2023.10.07.,"지도만들기
브론즈 배지
레벨
4",25039787
3,감자탕 고기가 야들야들하고 국물맛이 좋아요,5.0,1,5.0,2023.08.16.,"냐미
브론즈 배지
레벨
2",25039787
4,"맛집이래서 갔더만 과천은 맛집 없다는걸 실감하게 해줌
오래된 상가 더러운 위생은 덤...",3.6,53,3.0,2023.07.23.,"투웅
실버 배지
레벨
20",25039787
5,감자탕 맛있어서 어릴때부터 심심히 찾던곳 근대 최근엔 아주머니가 짜꼬 계산을 천원 더 받아서 카드계산하심…한번은 받았지만 한번은 그냥 맛때문에 넘어감…그럴꺼면 그냥 가격을 올리세요;,4.6,12,4.0,2022.08.29.,"kiki
브론즈 배지
레벨
8",25039787
6,위생 최악 어휴... 두번 다신 안감,1.7,33,1.0,2022.03.30.,"비평가
실버 배지
레벨
14",25039787
7,감자탕 올라서 1인분에 만원이라고 적어놓고 포장은 1.2만원 결재하네요. 따지니 최근에 올랐다네요. 고민하는게 같아 다시는 안갈듯하네요.,3.6,10,1.0,2022.03.01.,"Jinmok Shin
브론즈 배지
레벨
4",25039787
13,"맛은 괜찮은데 위생에 좀더 신경써주셨음 좋겠어요..
버너랑 집게보구 깜짝 놀랐습니다..",4.0,2,3.0,2021.11.16.,"망고빙수
브론즈 배지
레벨
3",25039787
14,"가격표 수정, 감자탕 1만원. 가격을 알았다면 굳이 거기까지.",4.5,20,2.0,2021.04.13.,"flyingnakji
실버 배지
레벨
11",25039787
15,"푸짐하게 잘먹었습니다!!!!!! 반찬도 많고
등산후 꼭 들려보세요",3.0,62,5.0,2021.03.07.,"o
실버 배지
레벨
20",25039787
16,와.... 다시 간다 여긴 꼬ㄱ,3.6,30,5.0,2021.02.25.,"ㅇㅅㅇ
실버 배지
레벨
12",25039787
17,"뼈를 푹 고아서 고기를  발라 먹기가 좋고, 야채,양념 등이 풍부하고 적절해서 맛을 느끼며 먹을 수 있어요.  그래서 또 가서 먹게 되지요.",4.8,8,5.0,2020.10.07.,"손영찬
브론즈 배지
레벨
6",25039787
21,맛은 둘째치고 양이 너무 적어서. ㅠ,1.8,36,1.0,2020.09.23.,"뚝배기
실버 배지
레벨
15",25039787
22,짭짤한 감자탕이 땡길 때는 고고싱,4.1,59,5.0,2018.08.23.,"명품장딴지
실버 배지
레벨
17",25039787
23,"집근처 정말 편하게 가는 맛집!!
개인적으론 감자탕이 진리 ㅋㅋ",4.8,"1,098",5.0,2016.03.11.,"설문규
실버 배지
레벨
22",25039787
0,명실상부 과천 최고 삼겹살 맛집이에요!,4.7,10,5.0,2023.09.16.,"홍승찬
브론즈 배지
레벨
10",1005387543
1,여자분은 친절한데 남자사장이 몇명인지 물어보고 1명이면 싫어하는 기색과 불친절해서 나감. 청결하지도 않은듯,3.8,516,1.0,2022.07.21.,"shawn
골드 배지
레벨
49",1005387543
2,,4.0,25,5.0,2022.07.06.,"꿀렁이
실버 배지
레벨
17",1005387543
0,11시 이후 식사가능,3.4,106,2.0,2023.11.20.,"🐅
실버 배지
레벨
27",1206340012
0,,3.8,4,4.0,2021.04.05.,"정ㅇㅇ
브론즈 배지
레벨
2",1015999597
0,,4.1,14,1.0,2024.02.19.,"🍊
브론즈 배지
레벨
10",68611895
0,정말 단골이지만.. 최근 피크타임 피하려 11시 20분 혼자 방문했다 여사장님이 주방에 시계보고 한숨쉬고.. 싫은티 팍팍내시더군요 빨리먹느라 입천장 다 데이고 15분만에 나왔네요. 사장님 이후에 혼자드시던 연세든 어르신한테 안그러시던데 싫은티 내실거면 똑같이 하세요.,1.0,2,1.0,2023.12.06.,"히히히
브론즈 배지
레벨
2",16504212
1,,4.0,23,4.0,2023.10.27.,"해피리치
브론즈 배지
레벨
9",16504212
2,"콩국수는 과천내 최고
(개인적으로)",3.6,26,4.0,2023.07.29.,"스카이
실버 배지
레벨
13",16504212
3,"맑은 국물 뼈해장국이네요!
고기도 우거지도 부드럽고 사장님 친절하세요~
사람들은 빈대떡도 많이 드시던데 또 가서 다른 메뉴도 먹어보고 싶은 맛집입니다~",4.6,9,4.0,2023.06.08.,"깜보
브론즈 배지
레벨
10",16504212
4,숨은 콩국수 맛집,4.4,154,5.0,2022.07.02.,"HRKim
골드 배지
레벨
31",16504212
0,,4.0,5,4.0,2024.02.08.,"노노
브론즈 배지
레벨
6",15724336
1,주차가 어렵고 불친절합니다.4월달에감,4.0,24,2.0,2023.10.19.,"H⁰2
실버 배지
레벨
12",15724336
2,"오리주물럭 맛 무난하고, 사장님 넉살 좋고, 생각보다 가격 괜찮고, 기대 안했는데 의외로 괜찮았네요 ㅋㅋ

분위기 하나만 보고 갈만 함.",4.2,19,4.0,2023.09.12.,"바나나캣
실버 배지
레벨
14",15724336
8,"대공원역 인근이라 접근성 좋고 대기시간이 좀 길어서 대략30~40분
예약이 안됨. 안에 에어콘 없어서 여름엔 좀 선택적으로 가야함.
맛은 강추할만함. 자차는 주차장 별도없음 과 진입로 비포장이라 조심해야 함.",3.5,27,4.0,2023.06.19.,"탑Top김남균
실버 배지
레벨
12",15724336
9,,3.6,515,3.0,2023.05.04.,"Teheran1031
골드 배지
레벨
39",15724336
10,가는길 넘 험한건 둘째치고 엄청 맛있는진 모르겠어요. 반찬으로 나오는 묵은지 김치가 가장 맛있었네요!,3.5,133,3.0,2023.04.16.,"댕댕장
실버 배지
레벨
30",15724336
11,"4시반에 갓다가 
5시까지 브레이크 타임이라 적혀 있길래 
5시에 오니 6시에 오라하심

5시까지라고 적어놔 놓지 말지
오픈런 하시는분은 꼭 전화 해보고 기다리세요
더보기",1.0,1,1.0,2023.04.12.,"최수용
브론즈 배지
레벨
2",15724336
